time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-18T23:23:47.970Z,35.0495,-117.6738333,-0.79,1.52,ml,24,59,0.1163,0.18,ci,ci37766383,2017-09-19T17:28:20.432Z,"6km NNW of Boron, CA",quarry blast,0.38,31.61,0.187,17,reviewed,ci,ci
2017-09-18T23:23:41.809Z,37.4193,-115.5662,0,1,ml,6,131.93,0.409,0.1182,nn,nn00605852,2017-09-19T00:01:08.815Z,"36km W of Alamo, Nevada",earthquake,,0,0.05,4,reviewed,nn,nn
2017-09-18T23:15:49.420Z,33.5046667,-116.7943333,4.73,0.69,ml,26,61,0.07706,0.15,ci,ci37766375,2017-09-19T13:30:24.890Z,"10km NE of Aguanga, CA",earthquake,0.23,0.43,0.113,19,reviewed,ci,ci
2017-09-18T23:13:02.864Z,64.9887,-147.2304,0,1.3,ml,,,,0.96,ak,ak16852327,2017-09-18T23:17:50.045Z,"25km NE of Badger, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-09-18T23:11:08.170Z,38.8031654,-122.8261642,-0.67,1.11,md,10,140,0.006162,0.32,nc,nc72894836,2017-09-19T02:21:04.687Z,"6km WNW of The Geysers, California",earthquake,2.12,2.77,0.03,2,automatic,nc,nc
2017-09-18T22:41:24.433Z,59.3134,-153.6799,123.5,2,ml,,,,0.92,ak,ak16852320,2017-09-18T22:52:19.356Z,"85km SE of Old Iliamna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-09-18T22:35:13.220Z,46.609,-123.3385,-0.26,1.73,ml,6,132,0.1539,0.14,uw,uw61330861,2017-09-18T22:45:52.420Z,"29km WSW of Chehalis, Washington",explosion,0.94,31.61,0.121,6,reviewed,uw,uw
2017-09-18T22:34:08.400Z,38.7366667,-122.6963333,3.57,0.94,md,12,265,0.01258,0.04,nc,nc72894826,2017-09-19T04:09:04.986Z,"6km SE of The Geysers, California",earthquake,1.86,2,0.199,3,reviewed,nc,nc
2017-09-18T22:23:03.810Z,36.1071667,-117.8538333,4.25,0.49,ml,7,223,0.1035,0.06,ci,ci37766359,2017-09-19T17:23:46.191Z,"11km NE of Coso Junction, CA",earthquake,0.28,0.5,0.31,3,reviewed,ci,ci
2017-09-18T22:22:16.100Z,-24.1406,-67.4492,216.95,4,ml,,228,1.359,0.56,us,us2000aqck,2017-09-18T22:54:04.040Z,"115km W of San Antonio de los Cobres, Argentina",earthquake,5.3,14.7,,,reviewed,us,guc
2017-09-18T22:20:21.900Z,38.8018341,-122.8136673,2.37,1.64,md,27,66,0.01401,0.03,nc,nc72894811,2017-09-19T01:53:03.555Z,"5km WNW of The Geysers, California",earthquake,0.24,0.39,0.17,7,automatic,nc,nc
2017-09-18T22:16:28.180Z,36.1088333,-117.856,3.8,2.36,ml,22,54,0.008777,0.14,ci,ci37766351,2017-09-19T13:30:15.812Z,"11km NE of Coso Junction, CA",earthquake,0.24,0.39,0.257,25,reviewed,ci,ci
2017-09-18T22:13:33.110Z,15.2125,-94.6662,39,4.2,mb,,165,2.657,0.89,us,us2000aqc4,2017-09-18T22:37:39.040Z,"112km S of San Francisco del Mar, Mexico",earthquake,9.5,7.5,0.063,71,reviewed,us,us
2017-09-18T21:59:32.190Z,39.267,-123.1146667,3.8,1.27,md,8,201,0.1572,0.05,nc,nc72894806,2017-09-20T02:36:03.534Z,"7km E of Redwood Valley, California",earthquake,0.5,3.96,0.238,9,reviewed,nc,nc
2017-09-18T21:46:19.970Z,39.2503319,-123.1255035,0.25,2.04,md,17,100,0.1435,0.31,nc,nc72894796,2017-09-19T00:58:03.396Z,"7km ESE of Redwood Valley, California",earthquake,0.73,8.59,0.12,11,automatic,nc,nc
2017-09-18T21:34:35.160Z,33.3385,-116.3661667,8.99,0.7,ml,29,117,0.01177,0.17,ci,ci37766319,2017-09-19T16:53:26.653Z,"9km N of Borrego Springs, CA",earthquake,0.29,0.52,0.092,9,reviewed,ci,ci
2017-09-18T21:28:29.933Z,61.3296,-150.6766,52.1,1.4,ml,,,,0.34,ak,ak16851826,2017-09-18T21:34:45.886Z,"43km WNW of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-09-18T21:27:07.490Z,40.6905,-111.6073333,6.4,0.72,md,7,101,0.1027,0.12,uu,uu60247477,2017-09-19T15:57:15.850Z,"5km W of Snyderville, Utah",earthquake,0.52,2.89,0.163,4,reviewed,uu,uu
2017-09-18T21:25:20.400Z,32.8308333,-115.605,11.11,1.45,ml,25,100,0.07969,0.23,ci,ci37766303,2017-09-19T16:38:48.182Z,"4km WSW of Imperial, CA",earthquake,0.38,0.66,0.203,19,reviewed,ci,ci
2017-09-18T21:22:41.910Z,32.8245,-115.6046667,12,1.71,ml,30,96,0.05973,0.23,ci,ci37766295,2017-09-19T16:35:00.564Z,"4km SW of Imperial, CA",earthquake,0.34,0.4,0.171,30,reviewed,ci,ci
2017-09-18T21:21:24.730Z,32.8226667,-115.606,12.54,2.17,ml,34,96,0.0577,0.33,ci,ci37766287,2017-09-19T16:30:05.910Z,"4km SW of Imperial, CA",earthquake,0.38,0.8,0.113,54,reviewed,ci,ci
2017-09-18T21:20:03.950Z,19.0255,-66.496,9,2.77,md,3,290,0.7262,0.04,pr,pr2017261003,2017-09-18T23:32:25.675Z,"62km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,4.25,5.23,0.08,3,reviewed,pr,pr
2017-09-18T21:09:29.306Z,60.9298,-152.6203,99,1.6,ml,,,,0.76,ak,ak16851820,2017-09-18T21:14:38.908Z,"49km N of Redoubt Volcano, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-09-18T21:09:26.893Z,60.1534,-147.6335,49.4,1.9,ml,,,,1.17,ak,ak16851818,2017-09-18T21:14:38.697Z,"90km SE of Whittier, Alaska",earthquake,,1.3,,,automatic,ak,ak
2017-09-18T21:06:43.830Z,19.474,-155.6021667,2.169,2.13,ml,24,57,0.01203,0.17,hv,hv61913136,2017-09-19T00:16:52.180Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.25,0.108,9,reviewed,hv,hv
2017-09-18T21:04:02.090Z,34.482,-117.0248333,7.73,1.2,ml,20,78,0.05622,0.17,ci,ci37766271,2017-09-19T13:30:26.910Z,"7km NW of Lucerne Valley, CA",earthquake,0.39,0.77,0.264,27,reviewed,ci,ci
2017-09-18T20:59:42.030Z,33.4925,-116.7873333,6.93,0.71,ml,34,35,0.08386,0.15,ci,ci37766263,2017-09-19T16:22:56.580Z,"9km NE of Aguanga, CA",earthquake,0.17,0.61,0.113,18,reviewed,ci,ci
2017-09-18T20:50:37.000Z,34.1171667,-117.4728333,12.54,1.05,ml,44,53,0.03328,0.14,ci,ci37766255,2017-09-19T16:13:46.523Z,"2km NNW of Fontana, CA",earthquake,0.18,0.36,0.176,22,reviewed,ci,ci
2017-09-18T20:44:57.800Z,-30.3511,-72.084,16.63,4,ml,,205,0.85,0.52,us,us2000aq9e,2017-09-19T14:03:33.040Z,"83km WSW of Coquimbo, Chile",earthquake,5.4,9.5,,,reviewed,us,guc
2017-09-18T20:23:32.927Z,65.2358,-148.5192,12.7,0.5,ml,,,,0.81,ak,ak16851326,2017-09-18T21:20:54.315Z,"49km NNW of Ester, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-09-18T20:11:17.990Z,34.0278333,-117.5818333,15.24,0.99,ml,28,96,0.101,0.17,ci,ci37766231,2017-09-19T16:05:57.180Z,"5km ESE of Ontario, CA",earthquake,0.33,0.45,0.13,14,reviewed,ci,ci
2017-09-18T20:03:00.700Z,61.5812,-146.488,37.3,1.5,ml,,,,0.49,ak,ak16851294,2017-09-18T20:07:58.296Z,"50km N of Valdez, Alaska",earthquake,,1,,,automatic,ak,ak
2017-09-18T20:02:51.380Z,46.3245,-119.54,-0.47,1.54,ml,11,142,0.06821,0.06,uw,uw61330806,2017-09-18T21:40:04.100Z,"7km NNW of Benton City, Washington",explosion,0.38,31.61,0.197,8,reviewed,uw,uw
2017-09-18T20:02:43.953Z,37.3834,-115.1157,0,1.4,ml,7,97.02,0.056,0.1793,nn,nn00605816,2017-09-18T20:47:56.093Z,"4km ENE of Alamo, Nevada",earthquake,,0,0.03,3,reviewed,nn,nn
2017-09-18T19:57:35.295Z,38.3008,-119.1142,12.5,1.1,ml,5,177.42,0.326,0.1292,nn,nn00605865,2017-09-19T00:38:17.217Z,"11km ENE of Bridgeport, California",earthquake,,11.5,0.29,4,reviewed,nn,nn
2017-09-18T19:53:03.660Z,37.5443344,-118.8203354,4.08,1.94,md,27,93,0.08186,0.04,nc,nc72894761,2017-09-18T23:48:02.190Z,"17km SE of Mammoth Lakes, California",earthquake,0.24,0.7,0.14,24,automatic,nc,nc
2017-09-18T19:52:01.465Z,38.5932,-118.3608,4.5,0.9,ml,7,119.56,0.159,0.1162,nn,nn00605864,2017-09-19T00:32:08.079Z,"24km ENE of Hawthorne, Nevada",earthquake,,13.3,0.15,3,reviewed,nn,nn
2017-09-18T19:51:32.580Z,15.3134,-94.6427,31.07,4.9,mb,,132,3.03,1.44,us,us2000aq7z,2017-09-18T23:06:53.040Z,"101km S of San Francisco del Mar, Mexico",earthquake,8.4,2.8,0.03,342,reviewed,us,us
2017-09-18T19:46:19.170Z,33.732,-116.7895,15.3,0.78,ml,25,76,0.06614,0.13,ci,ci37766207,2017-09-19T13:31:14.660Z,"7km W of Idyllwild, CA",earthquake,0.27,0.42,0.182,24,reviewed,ci,ci
2017-09-18T19:43:43.570Z,33.8533333,-117.7081667,9.82,0.94,ml,18,95,0.07198,0.17,ci,ci37766199,2017-09-19T17:46:05.328Z,"10km ESE of Yorba Linda, CA",earthquake,0.36,0.58,0.081,6,reviewed,ci,ci
2017-09-18T19:40:17.780Z,34.3711667,-116.4506667,7.7,0.97,ml,16,80,0.09744,0.13,ci,ci37766191,2017-09-19T16:00:23.842Z,"29km N of Yucca Valley, CA",earthquake,0.26,0.69,0.084,8,reviewed,ci,ci
2017-09-18T19:38:43.054Z,36.4225,-116.9376,5.9,-0.2,ml,7,171.62,0.243,0.139,nn,nn00605863,2017-09-19T00:28:55.373Z,"56km SSW of Beatty, Nevada",earthquake,,4.1,0,1,reviewed,nn,nn
2017-09-18T19:32:24.840Z,42.6413333,-111.449,6.38,2.88,ml,29,51,0.007543,0.17,uu,uu60247457,2017-09-19T19:40:30.105Z,"12km E of Soda Springs, Idaho",earthquake,0.31,0.46,0.091,11,reviewed,uu,uu
2017-09-18T19:31:56.180Z,38.8198318,-122.8096695,2.78,0.92,md,10,124,0.01632,0.05,nc,nc72894756,2017-09-18T20:19:02.548Z,"6km NW of The Geysers, California",earthquake,0.46,0.97,0.09,4,automatic,nc,nc
2017-09-18T19:23:09.870Z,35.0163333,-118.1565,-1.02,1.36,ml,8,267,0.1494,0.12,ci,ci37766183,2017-09-19T17:20:28.746Z,"4km SSE of Mojave, CA",quarry blast,1.72,31.61,0.057,3,reviewed,ci,ci
2017-09-18T19:22:48.370Z,46.875,-112.5361667,12.74,1.49,ml,16,78,0.046,0.15,mb,mb80256274,2017-09-18T22:06:25.860Z,"14km SE of Lincoln, Montana",earthquake,0.39,0.61,0.244,4,reviewed,mb,mb
2017-09-18T19:17:52.549Z,37.801,-117.6987,0.9,1.3,ml,16,67.8,0.465,0.1535,nn,nn00605809,2017-09-18T19:46:14.480Z,"42km WNW of Goldfield, Nevada",earthquake,,2.8,0.29,6,reviewed,nn,nn
2017-09-18T19:12:29.133Z,62.766,-150.4819,80.1,1.9,ml,,,,0.42,ak,ak16850796,2017-09-18T19:29:10.553Z,"52km NNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-09-18T18:57:36.131Z,37.3993,-115.1168,0,1.3,ml,10,148.19,0.053,0.2116,nn,nn00605855,2017-09-18T23:51:49.385Z,"5km NE of Alamo, Nevada",earthquake,,0,0.15,6,reviewed,nn,nn
2017-09-18T18:52:00.620Z,34.3243333,-116.9445,-1.41,1.17,ml,13,175,0.06493,0.13,ci,ci37766175,2017-09-19T17:16:26.064Z,"9km NNW of Big Bear Lake, CA",quarry blast,0.67,31.61,0.129,18,reviewed,ci,ci
2017-09-18T18:47:07.020Z,38.8213348,-122.8444977,1.79,1.36,md,18,75,0.007607,0.02,nc,nc72894741,2017-09-18T19:57:03.492Z,"9km WNW of The Geysers, California",earthquake,0.23,0.38,0.03,6,automatic,nc,nc
2017-09-18T18:42:12.640Z,40.6905,-111.6136667,8.76,1.19,ml,16,79,0.1017,0.17,uu,uu60247432,2017-09-18T19:13:09.690Z,"5km W of Snyderville, Utah",earthquake,0.45,1.38,0.158,3,reviewed,uu,uu
2017-09-18T18:29:28.098Z,63.4005,-149.8743,107.5,2.1,ml,,,,0.45,ak,ak16850168,2017-09-18T18:37:02.336Z,"46km W of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-09-18T18:28:51.871Z,60.1425,-141.3387,0,1.4,ml,,,,0.77,ak,ak16850167,2017-09-18T18:34:50.620Z,"61km E of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-09-18T18:28:29.460Z,37.5318333,-118.8408333,2.51,0.51,md,4,314,0.08876,0.03,nc,nc72894736,2017-09-19T02:55:02.792Z,"17km SE of Mammoth Lakes, California",earthquake,1.51,7.02,0.086,4,reviewed,nc,nc
2017-09-18T18:24:18.190Z,31.0306664,-116.6565018,5.16,3.51,ml,13,268,0.8296,0.35,ci,ci37766167,2017-09-19T14:55:23.848Z,"77km S of Maneadero, B.C., MX",earthquake,2.11,4.28,0.313,26,reviewed,ci,ci
2017-09-18T18:23:14.627Z,37.4056,-115.1288,0,1.7,ml,7,109.9,0.062,0.1208,nn,nn00605797,2017-09-18T18:38:24.762Z,"5km NE of Alamo, Nevada",earthquake,,0,0.13,5,reviewed,nn,nn
2017-09-18T18:23:09.787Z,62.8356,-151.4033,99.2,1.4,ml,,,,0.3,ak,ak16850165,2017-09-18T18:27:14.278Z,"87km NW of Talkeetna, Alaska",earthquake,,1.7,,,automatic,ak,ak
2017-09-18T18:11:16.290Z,37.4918327,-121.7376633,5.38,2.16,md,4,233,0.4527,0.01,nc,nc72894731,2017-09-18T21:58:02.974Z,"14km NNE of East Foothills, California",earthquake,1.27,8.28,0.02,2,automatic,nc,nc
2017-09-18T17:59:28.700Z,33.1461667,-115.635,7.87,1.12,ml,28,70,0.03519,0.19,ci,ci37766159,2017-09-19T15:57:07.186Z,"12km WNW of Calipatria, CA",earthquake,0.26,0.39,0.112,18,reviewed,ci,ci
2017-09-18T17:59:10.510Z,37.2846667,-118.4186667,6.16,0.98,md,12,231,0.05673,0.08,nc,nc72894726,2017-09-19T17:27:03.103Z,"8km SSW of Bishop, California",earthquake,0.76,1.06,0.313,11,reviewed,nc,nc
2017-09-18T17:50:59.725Z,38.3463,-118.8817,12.5,0.7,ml,6,236.44,0.294,0.0977,nn,nn00605853,2017-09-18T23:36:05.076Z,"29km SW of Hawthorne, Nevada",earthquake,,23.9,0.15,3,reviewed,nn,nn
2017-09-18T17:49:57.070Z,19.09,-66.5011,29,2.83,md,6,290,0.7852,0.1,pr,pr2017261002,2017-09-18T20:35:48.831Z,"69km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.3,8.24,0.14,5,reviewed,pr,pr
2017-09-18T17:45:00.790Z,33.4973333,-116.7831667,6.14,0.53,ml,19,46,0.07795,0.13,ci,ci37766143,2017-09-19T13:31:38.699Z,"10km NE of Aguanga, CA",earthquake,0.26,0.99,0.123,17,reviewed,ci,ci
2017-09-18T17:29:35.697Z,58.3163,-154.6395,0.3,1.3,ml,,,,0.51,ak,ak16849685,2017-09-18T21:11:15.235Z,"94km NNW of Larsen Bay, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-09-18T17:29:07.277Z,37.3433,-115.0899,2.7,2.1,ml,9,81.53,0.07,0.1497,nn,nn00605793,2017-09-18T22:04:04.187Z,"7km ESE of Alamo, Nevada",earthquake,,6.9,0.56,6,reviewed,nn,nn
2017-09-18T17:21:18.460Z,40.7008333,-111.6091667,10.96,3.28,ml,52,32,0.09293,0.2,uu,uu60247422,2017-09-20T14:36:21.036Z,"4km S of Summit Park, Utah",earthquake,0.27,0.43,0.139,22,reviewed,uu,uu
2017-09-18T17:10:48.760Z,64.4992,-150.0144,28.5,1.3,ml,,,,0.55,ak,ak16849675,2017-09-18T17:17:32.557Z,"44km W of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-09-18T16:49:20.080Z,38.8168335,-122.7791672,1.68,1.11,md,16,66,0.003761,0.02,nc,nc72894696,2017-09-18T20:22:02.557Z,"4km W of Cobb, California",earthquake,0.24,0.43,0.11,5,automatic,nc,nc
2017-09-18T16:48:23.930Z,38.8040009,-122.7558365,8.25,0.74,md,8,215,0.0215,0.05,nc,nc72894691,2017-09-18T17:03:04.039Z,"2km N of The Geysers, California",earthquake,3.37,5.57,,1,automatic,nc,nc
2017-09-18T16:47:51.320Z,38.8188333,-122.7768333,1.94,2.71,md,80,23,0.006327,0.05,nc,nc72894681,2017-09-20T05:35:02.015Z,"4km W of Cobb, California",earthquake,0.1,0.14,0.21,55,reviewed,nc,nc
2017-09-18T16:47:12.560Z,40.1065,19.9297,16.32,4.3,mb,,55,0.406,1.06,us,us2000aq1c,2017-09-18T20:47:25.040Z,"15km E of Himare, Albania",earthquake,5.6,5.4,0.101,28,reviewed,us,us
2017-09-18T16:43:07.740Z,19.4263333,-155.2203333,30.266,1.88,md,57,50,0.02032,0.11,hv,hv61912961,2017-09-18T21:58:22.800Z,"1km ESE of Volcano, Hawaii",earthquake,0.4,0.5,0.175,26,reviewed,hv,hv
2017-09-18T16:35:47.820Z,38.8081665,-122.8014984,1.95,0.87,md,12,74,0.004845,0.01,nc,nc72894671,2017-09-18T17:07:04.047Z,"5km NW of The Geysers, California",earthquake,0.27,0.64,0.1,3,automatic,nc,nc
2017-09-18T16:27:24.980Z,59.7998,-151.8623,53.1,1.9,ml,,,,0.59,ak,ak16849646,2017-09-18T16:34:16.012Z,"3km NW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-09-18T16:22:45.180Z,33.497,-116.7803333,6,0.37,ml,13,78,0.07711,0.13,ci,ci37766087,2017-09-19T13:31:44.518Z,"10km NE of Aguanga, CA",earthquake,0.4,1.09,0.071,10,reviewed,ci,ci
2017-09-18T16:17:40.390Z,52.0554,-179.173,121.43,3,ml,,210,0.34,0.41,us,us2000aq9y,2017-09-20T13:19:27.040Z,"73km WNW of Tanaga Volcano, Alaska",earthquake,16.6,14.3,,,reviewed,us,ak
2017-09-18T16:13:51.479Z,37.9275,-115.4762,2,0.5,ml,6,216.54,0.43,0.1583,nn,nn00605850,2017-09-18T23:23:43.389Z,"68km NNW of Alamo, Nevada",earthquake,,3.7,0.08,4,reviewed,nn,nn
2017-09-18T16:10:55.750Z,39.7438333,-110.8355,1.73,1.56,md,8,159,0.07178,0.28,uu,uu60247412,2017-09-18T21:44:44.790Z,"6km NNE of Helper, Utah",earthquake,1.44,15.57,0.192,7,reviewed,uu,uu
2017-09-18T16:09:07.574Z,38.8721,-118.0248,3.6,1,ml,8,202.58,0.186,0.165,nn,nn00605780,2017-09-18T16:35:10.956Z,"8km W of Gabbs, Nevada",earthquake,,6.7,0.43,5,reviewed,nn,nn
2017-09-18T16:07:44.080Z,37.5203323,-118.9014969,-1.51,1.32,md,13,177,0.09028,0.05,nc,nc72894651,2017-09-18T18:13:03.221Z,"15km SSE of Mammoth Lakes, California",earthquake,0.42,6.98,0.11,11,automatic,nc,nc
2017-09-18T15:59:45.508Z,36.8542,-115.9801,7.8,0.6,ml,25,110.05,0.096,0.1448,nn,nn00605778,2017-09-18T16:38:28.168Z,"69km E of Beatty, Nevada",earthquake,,1.2,0.34,15,reviewed,nn,nn
2017-09-18T15:54:18.850Z,40.9769,77.1478,10,4.5,mb,,81,0.899,0.99,us,us2000apzi,2017-09-18T19:48:20.040Z,"109km ESE of Naryn, Kyrgyzstan",earthquake,4,1.9,0.124,19,reviewed,us,us
2017-09-18T15:39:45.671Z,62.9063,-150.5277,85.7,1.3,ml,,,,0.22,ak,ak16849178,2017-09-18T15:42:15.125Z,"68km NNW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-09-18T15:38:33.750Z,44.838,-111.4848333,7.51,0.79,md,8,122,0.04,0.08,mb,mb80256244,2017-09-18T22:15:05.400Z,"35km WNW of West Yellowstone, Montana",earthquake,0.69,0.47,0.131,3,reviewed,mb,mb
2017-09-18T15:35:20.580Z,-31.8057,-72.1652,10,4.3,mb,,141,1.162,0.45,us,us2000apyu,2017-09-18T19:14:51.040Z,"96km WSW of Illapel, Chile",earthquake,4.4,1.9,0.202,7,reviewed,us,us
2017-09-18T15:24:16.700Z,33.497,-116.7911667,4.54,0.32,ml,10,111,0.08172,0.04,ci,ci37766055,2017-09-19T13:31:37.885Z,"9km NE of Aguanga, CA",earthquake,0.26,0.45,0.054,8,reviewed,ci,ci
2017-09-18T15:21:45.080Z,33.7083333,-116.817,14.2,0.76,ml,32,113,0.08224,0.13,ci,ci37766047,2017-09-19T21:55:07.650Z,"8km ESE of Valle Vista, CA",earthquake,0.25,0.36,0.122,15,reviewed,ci,ci
2017-09-18T15:21:03.110Z,38.7988319,-122.7874985,-0.32,1.04,md,8,93,0.005654,0.03,nc,nc72894631,2017-09-18T16:20:03.935Z,"3km NW of The Geysers, California",earthquake,0.25,0.43,0.24,3,automatic,nc,nc
2017-09-18T15:20:41.950Z,19.3438333,-155.4316667,9.245,1.1,md,43,52,0.03703,0.11,hv,hv61912826,2017-09-19T01:41:28.940Z,"16km NNE of Pahala, Hawaii",earthquake,0.3,0.46,0.081,16,reviewed,hv,hv
2017-09-18T15:20:24.980Z,38.7971649,-122.7860031,-0.28,0.86,md,10,90,0.004252,0.03,nc,nc72894626,2017-09-18T15:52:03.864Z,"3km NW of The Geysers, California",earthquake,0.24,0.42,0.04,5,automatic,nc,nc
2017-09-18T15:17:12.897Z,37.421,-115.1332,0,1,ml,7,204.43,0.067,0.2423,nn,nn00605847,2017-09-18T23:11:21.938Z,"6km NNE of Alamo, Nevada",earthquake,,0,0.18,5,reviewed,nn,nn
2017-09-18T15:13:59.290Z,15.1833,-94.5858,36.89,4.7,mb,,153,5.113,0.53,us,us2000apya,2017-09-18T18:12:06.040Z,"116km S of San Francisco del Mar, Mexico",earthquake,6.6,7.9,0.038,214,reviewed,us,us
2017-09-18T15:11:44.188Z,59.842,-136.8244,0,1.9,ml,,,,0.77,ak,ak16848711,2017-09-18T15:26:25.217Z,"95km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-09-18T15:02:14.440Z,37.6421667,-118.9511667,1.27,0.53,md,16,84,0.02549,0.04,nc,nc72894621,2017-09-19T18:08:03.219Z,"1km ESE of Mammoth Lakes, California",earthquake,0.29,0.7,0.229,11,reviewed,nc,nc
2017-09-18T15:01:58.129Z,63.2399,-151.1728,1.1,1.2,ml,,,,0.62,ak,ak16848710,2017-09-18T15:04:52.323Z,"112km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-09-18T14:53:10.770Z,40.217,-121.149,6.16,2.19,md,24,81,0.2947,0.15,nc,nc72894616,2017-09-19T21:39:02.783Z,"12km SE of Chester, California",earthquake,0.45,5.89,0.132,23,reviewed,nc,nc
2017-09-18T14:50:45.880Z,18.8611,-64.7745,60,2.61,md,6,326,0.7514,0.3,pr,pr2017261001,2017-09-18T17:33:25.040Z,"64km NNW of Road Town, British Virgin Islands",earthquake,5.02,6.12,0.22,5,reviewed,pr,pr
2017-09-18T14:47:27.775Z,61.676,-151.6493,105.9,2.1,ml,,,,0.4,ak,ak16848698,2017-09-18T14:52:04.322Z,"85km W of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-09-18T14:36:00.110Z,33.4996667,-116.793,4.52,0.72,ml,20,79,0.08039,0.13,ci,ci37766031,2017-09-18T14:48:31.040Z,"9km NE of Aguanga, CA",earthquake,0.23,0.49,0.174,20,reviewed,ci,ci
2017-09-18T14:32:56.040Z,51.552,-178.3907,15.01,4.1,mb,,134,0.317,0.58,us,us2000aq9s,2017-09-20T14:08:20.040Z,"40km SSW of Tanaga Volcano, Alaska",earthquake,6.8,5.6,0.076,47,reviewed,us,us
2017-09-18T14:31:30.220Z,-17.3471,-173.9092,45.41,4.9,mb,,101,3.987,0.71,us,us2000apxn,2017-09-18T17:28:18.040Z,"144km N of Neiafu, Tonga",earthquake,11.9,7.4,0.045,155,reviewed,us,us
2017-09-18T14:28:56.080Z,-31.8431,-72.2186,10,4.3,mb,,187,1.22,0.41,us,us2000apxj,2017-09-18T16:24:49.040Z,"102km WSW of Illapel, Chile",earthquake,4.1,2,0.307,3,reviewed,us,us
2017-09-18T14:25:24.360Z,35.7786667,-120.3186667,8.49,0.9,md,34,66,0.01821,0.07,nc,nc72894611,2017-09-19T02:50:02.780Z,"14km NNE of Shandon, California",earthquake,0.22,0.34,0.286,17,reviewed,nc,nc
2017-09-18T14:24:11.408Z,37.3693,-115.1135,0,1.4,ml,11,121.33,0.062,0.2188,nn,nn00605771,2017-09-19T02:35:48.426Z,"4km E of Alamo, Nevada",earthquake,,0,0.1,7,reviewed,nn,nn
2017-09-18T14:19:12.870Z,15.2537,-94.5576,10,5.6,mww,,41,5.097,1.04,us,us2000apx5,2017-09-19T18:56:32.622Z,"108km S of San Francisco del Mar, Mexico",earthquake,8.4,1.7,0.073,18,reviewed,us,us
2017-09-18T14:17:10.389Z,59.9647,-139.6516,0,1.8,ml,,,,0.91,ak,ak16848672,2017-09-18T14:21:23.239Z,"46km N of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-09-18T14:01:18.240Z,33.4586667,-116.5233333,10.43,0.58,ml,19,134,0.07508,0.15,ci,ci37766015,2017-09-18T14:48:32.370Z,"18km SE of Anza, CA",earthquake,0.39,0.76,0.111,14,reviewed,ci,ci
2017-09-18T13:46:56.590Z,-31.82,-72.147,10,5.8,mww,,44,1.156,0.85,us,us2000apwd,2017-09-19T19:22:31.607Z,"95km WSW of Illapel, Chile",earthquake,5.1,1.8,0.066,22,reviewed,us,us
2017-09-18T13:43:42.950Z,33.512,-116.7905,5.74,0.52,ml,21,46,0.06936,0.12,ci,ci37766007,2017-09-18T14:03:53.078Z,"10km NE of Aguanga, CA",earthquake,0.21,0.99,0.12,19,reviewed,ci,ci
2017-09-18T13:40:04.420Z,46.8389,-112.5215,9.05,2.7,ml,,68,0.075,0.36,us,us2000apz2,2017-09-18T15:56:09.348Z,"17km SE of Lincoln, Montana",earthquake,2.4,3.1,0.091,16,reviewed,us,us
2017-09-18T13:39:54.692Z,38.2695,-119.124,11.4,1.7,ml,20,65.36,0.222,0.1813,nn,nn00605759,2017-09-19T02:35:39.942Z,"9km E of Bridgeport, California",earthquake,,1.3,0.25,7,reviewed,nn,nn
2017-09-18T13:27:13.530Z,33.4138333,-117.0398333,8.09,0.43,ml,22,53,0.02561,0.2,ci,ci37765999,2017-09-19T15:51:18.740Z,"6km NNE of Pala, CA",earthquake,0.25,0.82,0.136,6,reviewed,ci,ci
2017-09-18T13:25:42.110Z,54.8175,167.9613,10,4.6,mb,,94,4.2,1.25,us,us2000apw7,2017-09-18T15:08:58.040Z,"132km ESE of Nikol'skoye, Russia",earthquake,7.7,1.9,0.041,178,reviewed,us,us
2017-09-18T13:21:51.591Z,37.2741,-117.6107,5.9,0.3,ml,7,171.94,0.303,0.2093,nn,nn00605843,2017-09-19T02:37:08.336Z,"58km SW of Goldfield, Nevada",earthquake,,3.4,1,4,reviewed,nn,nn
